-0.839,-0.658,1.375,2.841,1.343,-3.619,2025-05-19,15:13:17.272
-1.051,-0.517,1.396,2.187,1.780,-3.657,2025-05-19,15:13:17.272
-1.143,-0.321,1.358,1.912,2.116,-3.725,2025-05-19,15:13:17.272
-1.247,-0.160,1.305,1.487,2.528,-3.714,2025-05-19,15:13:17.271
-1.320,0.016,1.217,1.053,2.835,-3.721,2025-05-19,15:13:17.271
-1.402,0.188,1.138,0.541,2.844,-3.699,2025-05-19,15:13:17.27
-1.425,0.358,1.009,-0.159,3.226,-3.496,2025-05-19,15:13:17.27
-1.456,0.572,0.832,-0.620,3.507,-3.209,2025-05-19,15:13:17.27
-1.437,0.745,0.658,-1.054,3.690,-2.937,2025-05-19,15:13:17.269
-1.439,0.936,0.481,-1.542,3.748,-2.666,2025-05-19,15:13:17.269
-1.385,1.078,0.300,-1.980,3.786,-2.127,2025-05-19,15:13:17.268
-1.305,1.213,0.096,-2.346,3.759,-1.687,2025-05-19,15:13:17.268
-1.222,1.311,-0.083,-2.688,3.807,-1.251,2025-05-19,15:13:17.268
-1.111,1.403,-0.268,-2.908,3.793,-0.749,2025-05-19,15:13:17.267
-1.010,1.459,-0.416,-3.107,3.607,-0.137,2025-05-19,15:13:17.267
-0.859,1.470,-0.579,-3.373,3.300,0.390,2025-05-19,15:13:17.266
-0.715,1.639,-0.748,-3.595,3.081,0.819,2025-05-19,15:13:17.266
-0.637,1.517,-0.904,-3.683,2.763,1.275,2025-05-19,15:13:17.266
-0.415,1.494,-1.033,-3.723,2.253,1.716,2025-05-19,15:13:17.265
-0.257,1.396,-1.097,-3.754,1.830,2.008,2025-05-19,15:13:17.265
-0.094,1.328,-1.217,-3.771,1.373,2.464,2025-05-19,15:13:17.264
0.244,1.230,-1.265,-3.761,0.869,2.761,2025-05-19,15:13:17.264
0.250,1.109,-1.328,-3.709,0.259,2.904,2025-05-19,15:13:17.264
0.397,0.969,-1.337,-3.465,-0.365,3.133,2025-05-19,15:13:17.263
0.567,0.802,-1.352,-3.197,-0.825,3.342,2025-05-19,15:13:17.263
0.742,0.657,-1.391,-2.885,-1.273,3.546,2025-05-19,15:13:17.262
0.909,0.490,-1.395,-2.461,-1.723,3.595,2025-05-19,15:13:17.262
