0.319,-1.244,0.780,3.730,-1.686,-2.210,2025-05-19,15:12:32.336
0.203,-1.195,0.849,3.742,-1.189,-2.625,2025-05-19,15:12:32.335
0.056,-1.135,0.935,3.799,-0.671,-2.871,2025-05-19,15:12:32.335
-0.075,-1.065,0.997,3.379,-0.028,-3.016,2025-05-19,15:12:32.335
-0.227,-0.946,1.030,3.382,0.525,-3.241,2025-05-19,15:12:32.334
-0.367,-0.841,1.075,3.103,0.983,-3.456,2025-05-19,15:12:32.334
-0.524,-0.725,1.126,2.760,1.432,-3.612,2025-05-19,15:12:32.333
-0.679,-0.617,1.172,2.242,1.831,-3.653,2025-05-19,15:12:32.333
-0.794,-0.491,1.171,1.827,2.177,-3.686,2025-05-19,15:12:32.333
-0.899,-0.362,1.151,1.382,2.614,-3.702,2025-05-19,15:12:32.332
-0.966,-0.225,1.097,0.914,2.895,-3.707,2025-05-19,15:12:32.332
-1.045,-0.090,1.044,0.308,3.035,-3.552,2025-05-19,15:12:32.331
-1.073,0.054,0.938,-0.300,3.290,-3.426,2025-05-19,15:12:32.331
-1.127,0.226,0.810,-0.715,3.538,-3.138,2025-05-19,15:12:32.331
-1.130,0.362,0.682,-1.179,3.702,-2.880,2025-05-19,15:12:32.33
-1.151,0.559,0.550,-1.634,3.745,-2.502,2025-05-19,15:12:32.33
-1.131,0.689,0.414,-2.041,3.769,-2.031,2025-05-19,15:12:32.329
-1.091,0.816,0.252,-2.421,3.784,-1.572,2025-05-19,15:12:32.329
-1.041,0.906,0.105,-2.775,3.793,-1.135,2025-05-19,15:12:32.329
-0.971,1.006,-0.039,-2.963,3.762,-0.604,2025-05-19,15:12:32.328
-0.908,1.065,-0.152,-3.192,3.534,0.008,2025-05-19,15:12:32.328
-0.802,1.103,-0.293,-3.446,3.277,0.471,2025-05-19,15:12:32.327
-0.712,1.168,-0.439,-3.623,3.006,0.898,2025-05-19,15:12:32.327
-0.612,1.124,-0.568,-3.690,2.635,1.354,2025-05-19,15:12:32.327
-0.483,1.200,-0.676,-3.728,2.159,1.770,2025-05-19,15:12:32.326
-0.394,1.173,-0.756,-3.755,1.740,2.143,2025-05-19,15:12:32.326
-0.267,1.145,-0.851,-3.769,1.238,2.537,2025-05-19,15:12:32.325
-0.132,1.082,-0.926,-3.637,0.757,2.802,2025-05-19,15:12:32.325
0.007,1.006,-0.985,-3.659,0.098,2.949,2025-05-19,15:12:32.325
0.130,0.913,-1.016,-3.413,-0.475,3.173,2025-05-19,15:12:32.324
0.282,0.794,-1.068,-3.130,-0.933,3.387,2025-05-19,15:12:32.324
0.440,0.695,-1.131,-2.785,-1.380,3.609,2025-05-19,15:12:32.323
0.598,0.574,-1.173,-2.313,-1.799,3.592,2025-05-19,15:12:32.323
0.707,0.482,-1.415,-1.851,-2.133,3.625,2025-05-19,15:12:32.323
0.879,0.342,-1.151,-1.422,-2.562,3.640,2025-05-19,15:12:32.322
0.894,0.211,-1.123,-0.945,-2.846,3.647,2025-05-19,15:12:32.322
0.969,0.064,-1.061,-0.337,-2.986,3.586,2025-05-19,15:12:32.321
1.010,-0.085,-0.962,0.257,-3.188,3.367,2025-05-19,15:12:32.321
1.023,-0.236,-0.831,0.674,-3.507,3.080,2025-05-19,15:12:32.321
1.068,-0.413,-0.724,1.142,-3.654,2.817,2025-05-19,15:12:32.32
1.083,-0.577,-0.587,1.616,-3.697,2.452,2025-05-19,15:12:32.32
1.088,-0.736,-0.442,2.013,-3.720,1.983,2025-05-19,15:12:32.319
1.035,-0.844,-0.287,2.395,-3.735,1.517,2025-05-19,15:12:32.319
0.978,-0.955,-0.132,2.762,-3.745,1.082,2025-05-19,15:12:32.319
0.930,-1.045,-0.002,2.935,-3.708,0.557,2025-05-19,15:12:32.318
0.866,-1.121,0.135,3.168,-3.482,-0.046,2025-05-19,15:12:32.318
0.764,-1.155,0.264,3.415,-3.235,-0.549,2025-05-19,15:12:32.317
0.653,-1.203,0.414,3.688,-2.968,-0.966,2025-05-19,15:12:32.317
0.571,-1.276,0.534,3.667,-2.597,-1.415,2025-05-19,15:12:32.317
0.458,-1.254,0.653,3.705,-2.121,-1.829,2025-05-19,15:12:32.316
0.346,-1.245,0.753,3.729,-1.697,-2.205,2025-05-19,15:12:32.316
0.210,-1.183,0.833,3.741,-1.203,-2.594,2025-05-19,15:12:32.315
0.073,-1.130,0.913,3.741,-0.681,-3.012,2025-05-19,15:12:32.315
-0.059,-1.051,0.929,3.635,-0.044,-3.019,2025-05-19,15:12:32.315
-0.153,-0.948,1.020,3.386,0.514,-3.235,2025-05-19,15:12:32.314
-0.351,-0.838,1.063,3.112,0.973,-3.451,2025-05-19,15:12:32.314
-0.532,-0.722,1.130,2.764,1.421,-3.610,2025-05-19,15:12:32.313
-0.669,-0.608,1.158,2.274,1.824,-3.652,2025-05-19,15:12:32.313
-0.797,-0.484,1.156,1.833,2.132,-3.682,2025-05-19,15:12:32.313
-0.893,-0.355,1.146,1.397,2.605,-3.702,2025-05-19,15:12:32.312
-0.999,-0.200,1.089,0.928,2.888,-3.708,2025-05-19,15:12:32.312
-1.064,-0.066,1.040,0.323,3.030,-3.654,2025-05-19,15:12:32.311
-1.090,0.089,0.923,-0.276,3.330,-3.425,2025-05-19,15:12:32.311
-1.115,0.251,0.791,-0.706,3.493,-3.142,2025-05-19,15:12:32.311
-1.146,0.564,0.658,-1.164,3.699,-2.885,2025-05-19,15:12:32.31
-1.164,0.599,0.538,-1.626,3.745,-2.511,2025-05-19,15:12:32.31
-1.140,0.726,0.380,-2.029,3.767,-2.038,2025-05-19,15:12:32.309
-1.090,0.842,0.229,-2.412,3.829,-1.595,2025-05-19,15:12:32.309
-1.024,0.941,0.060,-2.900,3.796,-1.143,2025-05-19,15:12:32.309
-0.972,1.065,-0.080,-2.953,3.763,-0.615,2025-05-19,15:12:32.308
-0.896,1.096,-0.198,-3.189,3.534,-0.013,2025-05-19,15:12:32.308
-0.779,1.127,-0.338,-3.443,3.283,0.481,2025-05-19,15:12:32.307
-0.681,1.155,-0.459,-3.635,3.011,0.877,2025-05-19,15:12:32.307
-0.584,1.216,-0.617,-3.687,2.636,1.343,2025-05-19,15:12:32.307
-0.479,1.214,-0.730,-3.730,2.172,1.764,2025-05-19,15:12:32.306
-0.352,1.170,-0.796,-3.753,1.752,2.137,2025-05-19,15:12:32.306
-0.237,1.125,-0.867,-3.768,1.252,2.530,2025-05-19,15:12:32.305
